,Gene,Uniprot,Protein,Overexpression,Affinity 000,Type 000,SMILES 000,ID 000,Affinity 001,Type 001,SMILES 001,ID 001,Affinity 002,Type 002,SMILES 002,ID 002
10,MMP16,P51512,Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (MMP-X2) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP),9.15,0.31,IC50,CC(C)[C@@H](N(CC(=O)NCCc1ccc(cc1)S(N)(=O)=O)S(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,50246599,1.0,IC50,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)S(=O)(=O)c2ccc(Oc3ccccc3)cc2)cc1,50241252,1.6,IC50,CC(C)[C@@H](N(CC(O)=O)S(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,50273426
11,BUB1,O43683,Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A),8.73,5.0,IC50,CCOc1cc(F)c(Cn2nc(c3CCCc23)-c2ncc(OC)c(Nc3ccncc3)n2)c(F)c1,50011209,6.0,IC50,CCOc1cc(F)c(Cn2nc(c3CCCc23)-c2ncc(OCC3(CO)COC3)c(Nc3ccncc3)n2)c(F)c1,50011201,9.0,IC50,CCOc1cc(F)c(Cn2nc(c3CCCc23)-c2ncc(OCCN(C)C)c(Nc3ccncc3)n2)c(F)c1,50011202
12,IGFBP3,P17936,Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3),8.71,5.6,Ki,OC(=O)c1cc2cc(O)c(O)cc2c(n1)C(=O)c1ccc(O)c(O)c1,50106431,5.6,Ki,OC(=O)c1cc2cc(O)c(O)cc2c(n1)C(=O)c1ccc(O)c(O)c1,50106431,7.5,Ki,OC(=O)c1cc2cc(O)c(O)cc2c(Cc2ccc(O)c(O)c2)n1,50106443
13,EDNRA,P25101,Endothelin-1 receptor (Endothelin receptor type A) (ET-A) (ETA-R) (hET-AR),8.34,0.001,Ki,CN(Cc1cc(ccc1-c1ccccc1S(=O)(=O)Nc1onc(C)c1C)-c1ncco1)C(=O)Cc1ccc(cc1)C(F)(F)F,50122692,0.004,Ki,CN(Cc1cc(ccc1-c1ccccc1S(=O)(=O)Nc1onc(C)c1C)-c1ncco1)C(=O)CCc1ccccc1,50122693,0.004,Ki,CN1CCN(Cc2cc(ccc2-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)-c2ncco2)C1=O,50122706
14,KIF11,P52732,Kinesin-like protein KIF11 (Kinesin-like protein 1) (Kinesin-like spindle protein HKSP) (Kinesin-related motor protein Eg5) (Thyroid receptor-interacting protein 5) (TR-interacting protein 5) (TRIP-5),8.12,0.14,IC50,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1oc2cc(Cl)ccc2c(=O)c1Cc1ccccc1,50427294,0.14,IC50,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1oc2cc(Cl)ccc2c(=O)c1Cc1ccccc1,50427294,0.18,IC50,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](O)C1=O)C2(C)C,36351
15,LIPG,Q9Y5X9,Endothelial lipase (EC 3.1.1.3) (Endothelial cell-derived lipase) (EDL) (EL),7.42,0.5,IC50,COCc1ccc(cc1)-c1ccc2nc(sc2c1)C(C(=O)NCCS(N)(=O)=O)S(C)(=O)=O,151267,0.5,IC50,COCCOC(=O)Nc1ccc(cc1)-c1ccc2nc(sc2c1)C(C(=O)NCCS(N)(=O)=O)S(C)(=O)=O,151268,0.5,IC50,COc1ccc(cn1)-c1ccc2sc(nc2c1)C(C(=O)NCCS(N)(=O)=O)S(C)(=O)=O,151291
16,PLA2G4A,P47712,Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)],7.36,0.54,IC50,OC(=O)c1ccc(CCCc2c(CCNS(=O)(=O)Cc3ccc(Cl)c(Cl)c3)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1,50226792,0.9,IC50,CCCCCCCCCCOc1ccc(OCC(=O)Cn2cc(C(=O)OC)c3cc(ccc23)C(O)=O)cc1,50185354,1.1,IC50,CCCCCCCCc1ccc(OCC(=O)Cn2cc(C(=O)OC)c3cc(ccc23)C(O)=O)cc1,50185348
17,IL8,P10145,Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Emoctakin) (Granulocyte chemotactic protein 1) (GCP-1) (Monocyte-derived neutrophil chemotactic factor) (MDNCF) (Monocyte-derived neutrophil-activating peptide) (MONAP) (Neutrophil-activating protein 1) (NAP-1) (Protein 3-10C) (T-cell chemotactic factor) [Cleaved into: MDNCF-a (GCP/IL-8 protein IV) (IL8/NAP1 form I); Interleukin-8 ((Ala-IL-8)77) (GCP/IL-8 protein II) (IL-8(1-77)) (IL8/NAP1 form II) (MDNCF-b); IL-8(5-77); IL-8(6-77) ((Ser-IL-8)72) (GCP/IL-8 protein I) (IL8/NAP1 form III) (Lymphocyte-derived neutrophil-activating factor) (LYNAP) (MDNCF-c) (Neutrophil-activating factor) (NAF); IL-8(7-77) (GCP/IL-8 protein V) (IL8/NAP1 form IV); IL-8(8-77) (GCP/IL-8 protein VI) (IL8/NAP1 form V); IL-8(9-77) (GCP/IL-8 protein III) (IL8/NAP1 form VI)],7.35,8.0,IC50,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,13066,9.0,IC50,OC(=O)Cc1ccccc1Nc1ccccc1F,50295276,10.0,IC50,CC(C(O)=O)c1ccccc1Nc1c(Cl)cccc1Cl,50295266
18,VEGF,P15692,Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF),7.33,0.12,IC50,CC[C@H](C)[C@@H]1N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CC[C@@H]2CSC(=N2)[C@@H](C)[C@@H](O)C[C@H](C)C[C@H](OC(=O)[C@@H]2CCCN2C1=O)C(C)(C)C,50003017,0.3,IC50,CC[C@H](C)[C@@H]1N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CC[C@H]2CSC(C[C@@H](O)C[C@H](C)C[C@H](OC(=O)[C@@H]3CCCN3C1=O)C(C)(C)C)=N2,50002930,0.32,IC50,CC[C@H](C)[C@@H]1N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CC[C@H]2CSC(=N2)[C@@H](C)[C@@H](O)C[C@H](C)C[C@H](OC(=O)[C@@H]2CCCN2C1=O)C(C)(C)C,50002918
19,VCAM1,P19320,Vascular cell adhesion protein 1 (V-CAM 1) (VCAM-1) (INCAM-100) (CD antigen CD106),7.03,5.0,IC50,CNC(=O)c1cc2c(Oc3ccc(cc3)-n3cccn3)cncc2s1,50105195,6.0,IC50,CNC(=O)c1cc2c(Oc3ccc(cc3)-c3cccs3)cncc2s1,50105164,7.0,IC50,NC(=O)c1cc2c(Oc3ccc(Br)cc3)cncc2s1,50105162
20,CALCRL,Q16602,Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor),7.01,0.005,Ki,CCc1cc(CC(NC(=O)N2CCC(CC2)N2Cc3ccccc3NC2=O)C(=O)N2CCC(CC2)N2CCCCC2)cc2cn[nH]c12,50430060,0.0073,Ki,Cc1cc(C[C@@H](NC(=O)N2CCC(CC2)N2Cc3ccccc3NC2=O)C(=O)N2CCC(CC2)N2CCCCC2)cc2cn[nH]c12,50273292,0.007940000000000001,Kd,NCCCC[C@@H](NC(=O)[C@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(CC1)N1Cc2ccccc2NC1=O)C(=O)N1CCN(CC1)c1ccncc1,50173468
21,MAPKAPK2,P49137,MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1),6.65,0.62,EC50,O=C(Nc1cc(ccn1)-c1cc2c([nH]1)C1(CCNC1)CNC2=O)c1ccc2ccccc2c1,50360553,0.71,EC50,Cc1ccc(cc1C)C(=O)Nc1cc(ccn1)-c1cc2c([nH]1)C1(CCNC1)CNC2=O,50360554,0.72,EC50,O=C(Nc1cc(ccn1)-c1cc2c([nH]1)C1(CCNCC1)CNC2=O)c1ccc2ccccc2c1,50360547
22,GPR17,Q13304,Uracil nucleotide/cysteinyl leukotriene receptor (UDP/CysLT receptor) (G-protein coupled receptor 17) (P2Y-like receptor) (R12),6.64,0.036,EC50,Nc1nc(nc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O)C#Cc1ccccc1,50318027,0.7,IC50,CSCCNc1nc(SCCC(F)(F)F)nc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)C(Cl)(Cl)P([O-])([O-])=O)[C@@H](O)[C@H]1O,50318031,1.4,EC50,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c(NC3CCCC3)ncnc12,50318026
23,CHEK1,O14757,Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1),6.63,0.03,IC50,COc1cc(CCNCc2ccc(cc2)N2CCNCC2)c(Cl)cc1NC(=O)Nc1cnc(cn1)C#N,120931,0.03,IC50,CC(=O)N1CCN(CC1)c1ccnc(Nc2ncc(s2)-c2cncc(c2)C(=O)NCCN)c1,50379643,0.03,IC50,CS(=O)(=O)N1CCN(CC1)c1ccnc(Nc2ncc(s2)-c2cncc(c2)C(=O)NCCN)c1,50379642
24,WEE1,P30291,Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase),6.56,1.2,Ki,CN1Cc2cc(Nc3ncc4c(n3)n3ccnc3n(-c3ccccc3Cl)c4=O)ccc2C2(CC2)C1,50043646,1.35,Kd,Cc1cc(=O)c2c(O)cc3C(=O)c4cc(O)cc(O)c4C(=O)c3c2o1,50378910,1.6,Ki,CN1CCc2ccc(Nc3ncc4c(n3)n3ccnc3n(-c3ccccc3Cl)c4=O)cc2C1,50043643
25,SOAT1,P35610,Sterol O-acyltransferase 1 (EC 2.3.1.26) (Acyl-coenzyme A:cholesterol acyltransferase 1) (ACAT-1) (Cholesterol acyltransferase 1),6.52,3.2,IC50,CC(C)c1cccc(C(C)C)c1NC(=O)CC(=O)C(Cc1ccccc1)Cc1ccc(OC(=O)CN2CCCCCC2=O)cc1,182852,3.6,IC50,CC(C)c1cccc(C(C)C)c1NC(=O)CC(=O)C(Cc1ccccc1)Cc1ccc(OC(=O)CCCCCCN2CCCCCC2=O)cc1,182851,4.2,IC50,CC(C)c1cccc(C(C)C)c1NC(=O)CC(=O)C(Cc1ccccc1)Cc1ccccc1,182849
26,EPHA3,P29320,Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1),6.51,0.093,Kd,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,13216,0.09300000000000001,Kd,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,13216,0.1,Kd,Cc1ccc(O)cc1Nc1ccnc(Nc2cccc(c2)C(N)=O)n1,26145
27,PRKD3,O94806,Serine/threonine-protein kinase D3 (EC 2.7.11.13) (Protein kinase C nu type) (Protein kinase EPK2) (nPKC-nu),6.47,8.9,Kd,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4C(=O)NCc4c4c5ccccc5n2c4c13,50308060,8.9,Kd,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4C(=O)NCc4c4c5ccccc5n2c4c13,50308060,,,,
28,C5R1,P21730,C5a anaphylatoxin chemotactic receptor 1 (C5a anaphylatoxin chemotactic receptor) (C5a-R) (C5aR) (CD antigen CD88),6.29,0.5,IC50,CO[C@@H]1CCN(CC1(C)C)c1nc(nc2CCN(Cc12)c1cc(nn1C)C1CC1)-c1c(C)ccc2[nH]nc(C)c12,134531,0.5,IC50,CO[C@@H]1CCN([C@H](C)C1)c1nc(nc2CCN(Cc12)c1cc(ccc1C)C(C)C)-c1c(C)cccc1C,134505,1.0,IC50,CO[C@@H]1CCN([C@H](C)C1)c1nc(nc2CCN(Cc12)c1cc(ccc1C)C1(C)COC1)-c1c(C)ccc2[nH]nc(C)c12,134512
29,OGFRL1,Q5TC84,Opioid growth factor receptor-like protein 1,6.24,0.22,Ki,NC1(CN(C1)c1nc2ccccc2n([C@@H]2C[C@@H]3CCC[C@H](C2)N3[C@H]2C[C@@H]3C[C@H](C2)CCCC3)c1=O)C(O)=O,220380,0.26,Ki,CN(C)C1(CCC2(CC1)NCCc1c2[nH]c2ccccc12)c1ccccc1,177911,0.3,Ki,CN(C)C1(CCC2(CC1)OCCc1c2[nH]c2ccccc12)c1ccccc1,177903
30,BACH1,Q9BX63,Fanconi anemia group J protein (Protein FACJ) (EC 3.6.4.13) (ATP-dependent RNA helicase BRIP1) (BRCA1-associated C-terminal helicase 1) (BRCA1-interacting protein C-terminal helicase 1) (BRCA1-interacting protein 1),6.21,0.13,IC50,C[n+]1cccc2cc(NC(=O)c3ccc4ccc5ccc(nc5c4n3)C(=O)Nc3ccc4[n+](C)cccc4c3)ccc12,213234,0.37,IC50,C[n+]1cc(NC(=O)c2ccc3ccc4ccc(nc4c3n2)C(=O)Nc2c[n+](C)c3ccccc3c2)cc2ccccc12,50376748,1.9,IC50,Cc1oc2nc1-c1nc(c(C)o1)-c1nc(co1)-c1nc(co1)-c1nc(co1)-c1nc(co1)-c1nc(co1)C1=NC2CS1,213233
31,OXTR,P30559,Oxytocin receptor (OT-R),6.17,0.01,EC50,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N(CCCO)CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,50044742,0.01,EC50,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N(CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)Cc1cccs1,50044752,0.01,EC50,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N(CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)Cc1ccc(F)cc1,50044761
32,CMKOR1,P25106,Atypical chemokine receptor 3 (C-X-C chemokine receptor type 7) (CXC-R7) (CXCR-7) (Chemokine orphan receptor 1) (G-protein coupled receptor 159) (G-protein coupled receptor RDC1 homolog) (RDC-1),6.02,0.4,EC50,Clc1ccc(NC(=O)c2ccccc2)cc1CN1CCC(CC1)C(=O)NC1CCCC1,243788,0.4,EC50,Fc1ccc(nc1)C(=O)Nc1ccc(Cl)c(CN2CCC(CC2)C(=O)NC2CCCC2)c1,243795,0.5,EC50,CC(C)(C)NC(=O)C1CCN(Cc2cccc(NC(=O)c3ccc(F)cc3)c2)CC1,243794
33,METAP2,P50579,Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M),5.83,0.04,Ki,Cc1ccccc1Nc1nnc(SCc2ccccc2)[nH]1,17355,0.04,Ki,C(Sc1nnc(Nc2cccnc2)[nH]1)c1ccccc1,17428,0.05,Ki,COc1ccc(Nc2nnc(SCc3ccccc3)[nH]2)cc1,17388
34,CDC7,O00311,Cell division cycle 7-related protein kinase (CDC7-related kinase) (HsCdc7) (huCdc7) (EC 2.7.11.1),5.56,0.15848900000000002,Ki,O[C@H]1CC[C@@H](CC1)Nc1nc(Cl)cc(n1)-c1c[nH]c2ncccc12,50388877,0.28,Ki,O=c1cc(cc(NC2CCCCC2)[nH]1)-c1c[nH]c2ncccc12,50365695,0.316228,Ki,CN(C)[C@H]1CC[C@@H](CC1)Nc1nc(Cl)cc(n1)-c1c[nH]c2ncccc12,50388879
35,STK17A,Q9UEE5,Serine/threonine-protein kinase 17A (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 1),5.28,1.0,Kd,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,4814,1.0,Kd,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,4814,1.0,Kd,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,4814
36,NTRK2,Q16620,BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B),5.27,0.1,IC50,COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)-c3cnn(C)c3)cc2OC)cc1,164901,0.2,IC50,COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)-c3ccc(nc3)P(C)(C)=O)cc2OC)cc1,164902,0.2,IC50,COc1cc(Cn2c(N)nc3cc(cnc23)-c2cnn(C)c2)ccc1OCc1ccc(nc1)C(F)(F)F,164928
37,SRD5A1,P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1 (EC 1.3.1.22) (SR type 1) (Steroid 5-alpha-reductase 1) (S5AR 1),5.26,0.13,Ki,C[C@]12CCC3C(CCC4NC(=O)C=C[C@]34C)C1CC[C@@H]2C(=O)Nc1c(Cl)cccc1C(F)(F)F,50031874,0.2,Ki,C[C@]12CC[C@H]3[C@@H](CN=C4C(Cl)C(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1c(cccc1C(F)(F)F)C(F)(F)F,50407405,0.2,Ki,CC1C(=O)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@@H]4C(=O)Nc4c(cccc4C(F)(F)F)C(F)(F)F)C3CN=C12,50031883
38,PTGS2,P35354,Prostaglandin G/H synthase 2 (EC 1.14.99.1) (Cyclooxygenase-2) (COX-2) (PHS II) (Prostaglandin H2 synthase 2) (PGH synthase 2) (PGHS-2) (Prostaglandin-endoperoxide synthase 2),5.07,0.006,IC50,COc1ccc(cc1)-c1c([nH]c2ccccc12)-c1ccc(cc1)S(N)(=O)=O,50272095,0.02,IC50,COc1ccc(cc1)-c1c([nH]c2ccccc12)-c1ccc(cc1)S(C)(=O)=O,50272096,0.02,IC50,CS(=O)(=O)c1ccc(cc1)-c1[nH]c2ccccc2c1-c1ccc(F)cc1,50272131
39,MMP7,P09237,Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase),5.03,0.23,IC50,COC(=O)c1ccc(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)CC(=O)NO)cc1,50287379,0.3,IC50,CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)c1c[nH]c2ccccc12)C(C)(C)C,50072583,0.78,IC50,CC(C)C[C@H]([C@H](CC=C)C(=O)NO)C(=O)N[C@H](C(=O)c1c[nH]c2ccccc12)C(C)(C)C,50072563
40,CDK4,P11802,Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3),4.78,0.13,IC50,C1CCC(C1)n1c2cnccc2c2cnc(Nc3cnc(nc3)N3CCNCC3)nc12,132266,0.3,IC50,[O-][N+](=O)c1cccc(Nc2nccc(n2)-c2cnn3ncccc23)c1,50293153,0.32,IC50,C1CN(CCN1)c1ccc(Nc2ncc3c(n2)n(-c2ccccc2)c2cnccc32)cc1,132275
41,EDNRB,P24530,Endothelin receptor type B (ET-B) (ET-BR) (Endothelin receptor non-selective type),4.77,0.1,Ki,CCCCc1ccc2[C@@H]([C@H]([C@@H](c2n1)c1ccc(OC)cc1C[C@H](C)C(O)=O)C(O)=O)c1ccc2OCOc2c1,50143784,0.14,IC50,CCCN(CCN1C[C@@H]([C@H]([C@@H]1c1ccc(OC)c(F)c1)C(O)=O)c1ccc2OCOc2c1)S(=O)(=O)CCCCl,50061086,0.14,Ki,CN([C@H](Cc1ccc(cc1)-c1ccno1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NS(=O)(=O)C=C)C(=O)c1cc(C)cc(C)c1,50071445
